pais,country_slug,jugador,slug,posicion_listado,primary_position,secondary_positions,wikidata_id,wikidata_label,wikidata_description,enrichment_status,birth_date,height_cm,club,shirt_number,is_captain,attack,midfield,defense,goalkeeping,ovr
Marruecos,marruecos,Ayyoub Bouaddi,ayyoub-bouaddi,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q122971833,Ayyoub Bouaddi,Moroccan association football player (born 2007),matched,2007-10-02,185,Lille OSC,,false,56,77,58,3,75
Marruecos,marruecos,Samir El Mourabet,samir-el-mourabet,MEDIOCAMPISTAS,CM,[],Q135616172,Samir El Mourabet,Moroccan association football player,matched,2005-10-06,168,,,false,52,73,54,1,71
Marruecos,marruecos,Brahim Díaz,brahim-diaz,DELANTEROS,ST,"[""LW"",""RW""]",Q26973015,Brahim Díaz,Moroccan association football player,matched,1999-08-03,170,Real Madrid Club de Fútbol,,false,92,67,35,12,87
Marruecos,marruecos,Chemsdine Talbi,chemsdine-talbi,DELANTEROS,ST,"[""LW"",""RW""]",Q113510254,Chemsdine Talbi,Belgian footballer,matched,2005-05-09,175,Club Brugge K.V.,,false,85,60,28,5,80
Marruecos,marruecos,Ayoub El Kaabi,ayoub-el-kaabi,DELANTEROS,ST,[],Q42948040,Ayoub El Kaabi,Moroccan footballer (born 1993),matched,1993-06-25,182,Racing de Casablanca,,false,86,61,29,6,81
Marruecos,marruecos,Soufiane Rahimi,soufiane-rahimi,DELANTEROS,ST,[],Q56247602,Soufiane Rahimi,Moroccan footballer,matched,1996-06-02,180,Al Ain FC,,false,83,58,26,3,78
Marruecos,marruecos,Abde Ezzalzouli,abde-ezzalzouli,DELANTEROS,ST,"[""LW"",""RW""]",Q109327842,Abde Ezzalzouli,Moroccan association football player,matched,2001-12-17,178,Real Betis Balompié,,false,88,63,31,8,83
Marruecos,marruecos,Ayoube Amaimouni,ayoube-amaimouni,DELANTEROS,ST,"[""LW"",""RW""]",Q137705019,Ayoube Amaimouni-Echghouyab,Moroccan-Spanish football player,matched,2004-11-30,,Eintracht Frankfurt,,false,90,65,33,10,85
Marruecos,marruecos,Yassine Gessime,yassine-gessime,DELANTEROS,ST,"[""LW"",""RW""]",,,,unmatched,,,,,false,81,56,24,1,76
Escocia,escocia,Craig Gordon,craig-gordon,ARQUEROS,GK,[],Q177331,Craig Gordon,Scottish association football player (born 1982),matched,1982-12-31,193,Celtic F.C.,,false,12,22,34,83,76
Escocia,escocia,Angus Gunn,angus-gunn,ARQUEROS,GK,[],Q20807705,Angus Gunn,Scottish-English association football player,matched,1996-01-22,196,Manchester City F.C.,,false,19,29,41,90,83
Escocia,escocia,Liam Kelly,liam-kelly,ARQUEROS,GK,[],Q27448075,Liam Kelly,Scottish association football player (born 1996),matched,1996-01-23,189,Rangers F.C.,,false,15,25,37,86,79
Escocia,escocia,Grant Hanley,grant-hanley,DEFENSORES,CB,[],Q1362064,Grant Hanley,Scottish association football player (born 1991),matched,1991-11-20,188,Queen of the South F.C.,,false,34,53,78,3,72
Escocia,escocia,Jack Hendry,jack-hendry,DEFENSORES,CB,[],Q20027858,Jack Hendry,Scottish association football player (born 1995),matched,1995-05-07,188,Wigan Athletic F.C.,,false,33,52,77,2,71
Escocia,escocia,Aaron Hickey,aaron-hickey,DEFENSORES,CB,"[""LB"",""RB""]",Q64010525,Aaron Hickey,Scottish association football player,matched,2002-06-10,185,Heart of Midlothian F.C.,,false,36,55,80,5,74
Escocia,escocia,Dominic Hyam,dominic-hyam,DEFENSORES,CB,[],Q23007824,Dominic Hyam,Scottish footballer (born 1995),matched,1995-12-20,188,Wrexham A.F.C.,,false,35,54,79,4,73
Escocia,escocia,Scott McKenna,scott-mckenna,DEFENSORES,CB,[],Q24084667,Scott McKenna,Scottish association football player (born 1996),matched,1996-11-12,189,Ayr United F.C.,,false,33,52,77,2,71
Escocia,escocia,Nathan Patterson,nathan-patterson,DEFENSORES,CB,[],Q83264648,Nathan Patterson,Scottish association football player (born 2001),matched,2001-10-16,183,Rangers F.C.,,false,39,58,83,8,77
Escocia,escocia,Anthony Ralston,anthony-ralston,DEFENSORES,CB,[],Q24073962,Anthony Ralston,Scottish association football player (born 1998),matched,1998-11-16,183,Celtic F.C.,,false,39,58,83,8,77
Escocia,escocia,Andy Robertson,andy-robertson,DEFENSORES,CB,[],Q15915040,Andy Robertson,Scottish association football player,matched,1994-03-11,178,Liverpool F.C.,,false,45,64,89,14,83
Escocia,escocia,John Souttar,john-souttar,DEFENSORES,CB,[],Q3238952,John Souttar,Scottish association football player (born 1996),matched,1996-09-25,186,Heart of Midlothian F.C.,,false,36,55,80,5,74
Escocia,escocia,Kieran Tierney,kieran-tierney,DEFENSORES,CB,[],Q19888012,Kieran Tierney,Scottish association football player (born 1997),matched,1997-06-05,178,Arsenal F.C.,,false,44,63,88,13,82
Escocia,escocia,Ryan Christie,ryan-christie,MEDIOCAMPISTAS,CM,[],Q16236700,Ryan Christie,Scottish association football player (born 1995),matched,1995-02-22,178,Celtic F.C.,,false,63,84,65,10,82
Escocia,escocia,Findlay Curtis,findlay-curtis,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q131863254,Findlay Curtis,Scottish footballer (born 2006),matched,2006-06-09,,,,false,51,72,53,1,70
Escocia,escocia,Lewis Ferguson,lewis-ferguson,MEDIOCAMPISTAS,CM,[],Q47467341,Lewis Ferguson,Scottish association football player (born 1999),matched,1999-08-24,181,Rangers F.C.,,false,63,84,65,10,82
Escocia,escocia,Ben Gannon-Doak,ben-gannon-doak,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q110739094,Ben Doak,Scottish association football player,matched,2005-11-11,173,AFC Bournemouth,,false,57,78,59,4,76
Escocia,escocia,Billy Gilmour,billy-gilmour,MEDIOCAMPISTAS,CM,[],Q42847487,Billy Gilmour,Scottish association football player,matched,2001-06-11,170,Chelsea F.C.,,false,66,87,68,13,85
Escocia,escocia,John McGinn,john-mcginn,MEDIOCAMPISTAS,CM,[],Q10547335,John McGinn,Scottish association football player (born 1994),matched,1994-10-18,178,Aston Villa F.C.,,false,63,84,65,10,82
Escocia,escocia,Kenny McLean,kenny-mclean,MEDIOCAMPISTAS,CM,[],Q6391158,Kenny McLean,Scottish association football player (born 1992),matched,1992-01-08,183,Scotland men's national football team,,false,55,76,57,2,74
Escocia,escocia,Scott McTominay,scott-mctominay,MEDIOCAMPISTAS,CM,[],Q29624459,Scott McTominay,Scottish association football player (born 1996),matched,1996-12-08,190,SSC Napoli,,false,61,82,63,8,80
Escocia,escocia,Che Adams,che-adams,DELANTEROS,ST,[],Q18683792,Ché Adams,Scottish-English footballer (born 1996),matched,1996-07-13,175,Birmingham City F.C.,,false,83,58,26,3,78
Escocia,escocia,Lyndon Dykes,lyndon-dykes,DELANTEROS,ST,[],Q26405109,Lyndon Dykes,Scotland association football player (born 1995),matched,1995-10-07,188,Queens Park Rangers F.C.,,false,84,59,27,4,79
Escocia,escocia,George Hirst,george-hirst,DELANTEROS,ST,[],Q27914873,George Hirst,Scottish association football player (born 1999),matched,1999-02-15,191,Sheffield Wednesday F.C.,,false,84,59,27,4,79
Escocia,escocia,Lawrence Shankland,lawrence-shankland,DELANTEROS,ST,[],Q18331623,Lawrence Shankland,Scottish association football player (born 1995),matched,1995-08-10,185,St. Mirren F.C.,,false,82,57,25,2,77
Escocia,escocia,Ross Stewart,ross-stewart,DELANTEROS,ST,[],Q47126518,Ross Stewart,Scottish association football player,matched,1996-09-01,188,St. Mirren F.C.,,false,86,61,29,6,81
Haití,haiti,Johnny Placide,johnny-placide,ARQUEROS,GK,[],Q2749342,Johnny Placide,Haitian footballer,matched,1988-01-29,181,Haiti men's national football team,,false,9,19,31,80,73
Haití,haiti,Alezandre Pierre,alezandre-pierre,ARQUEROS,GK,[],,,,unmatched,,,,,false,9,19,31,80,73
Haití,haiti,Josué Duverger,josue-duverger,ARQUEROS,GK,[],Q42926090,Josué Duverger,association football player,matched,2000-04-27,,Vitória F.C.,,false,18,28,40,89,82
Haití,haiti,Carlens Arcus,carlens-arcus,DEFENSORES,CB,[],Q20740578,Carlens Arcus,Haitian footballer,matched,1996-06-28,180,ES Troyes AC,,false,33,52,77,2,71
Haití,haiti,Wilguens Pauguain,wilguens-pauguain,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,32,51,76,1,70
Haití,haiti,Duke Lacroix,duke-lacroix,DEFENSORES,CB,[],Q21621771,Duke Lacroix,professional footballer,matched,1993-10-14,,Indy Eleven,,false,34,53,78,3,72
Haití,haiti,Martin Experience,martin-experience,DEFENSORES,CB,[],Q107426681,Martin Experiénce,Haitian footballer,matched,1998-03-09,178,,,false,33,52,77,2,71
Haití,haiti,Jean-Kévin Duverne,jean-kevin-duverne,DEFENSORES,CB,[],Q26251605,Jean-Kévin Duverne,French-Haitian association football player,matched,1997-07-12,184,R.C. Lens,,false,34,53,78,3,72
Haití,haiti,Ricardo Adé,ricardo-ade,DEFENSORES,CB,"[""LB"",""RB""]",Q28801770,Ricardo Adé,association football player,matched,1990-05-21,190,Club Deportivo Magallanes,,false,34,53,78,3,72
Haití,haiti,Hannes Delcroix,hannes-delcroix,DEFENSORES,CB,[],Q56011432,Hannes Delcroix,Haitian association football player (born 1999),matched,1999-02-28,185,R.S.C. Anderlecht,,false,38,57,82,7,76
Haití,haiti,Keeto Thermoncy,keeto-thermoncy,DEFENSORES,CB,"[""LB"",""RB""]",Q136466749,Keeto Thermoncy,footballer,matched,2006-03-29,,,,false,29,48,73,1,67
Haití,haiti,Leverton Pierre,leverton-pierre,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q49004376,Leverton Pierre,association football player,matched,1998-03-09,181,A.C. Ajaccio,,false,56,77,58,3,75
Haití,haiti,Carls-Fred Sainthe,carls-fred-sainthe,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,52,73,54,1,71
Haití,haiti,Jean-Jaques Danley,jean-jaques-danley,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,52,73,54,1,71
Haití,haiti,Jean-Ricner Bellegarde,jean-ricner-bellegarde,MEDIOCAMPISTAS,CM,[],Q26251607,Jean-Ricner Bellegarde,French footballer (born 1998),matched,1998-06-27,172,R.C. Lens,,false,58,79,60,5,77
Haití,haiti,Pierre Woodenski,pierre-woodenski,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,51,72,53,1,70
Haití,haiti,Dominique Simon,dominique-simon,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q124392516,Dominique Simon,French association football player,matched,2000-07-29,,,,false,53,74,55,1,72
Haití,haiti,Louicius Don Deedson,louicius-don-deedson,DELANTEROS,ST,[],Q72697581,Louicius Don Deedson,Haitian footballer,matched,2001-02-11,178,Hobro IK,,false,87,62,30,7,82
Haití,haiti,Ruben Providence,ruben-providence,DELANTEROS,ST,"[""LW"",""RW""]",Q114355328,Ruben Providence,French footballer (born 2001),matched,2001-07-07,178,,,false,80,55,23,1,75
Haití,haiti,Josué Casimir,josue-casimir,DELANTEROS,ST,"[""LW"",""RW""]",Q100792937,Josué Casimir,Guadeloupean footballer,matched,2001-09-24,178,,,false,80,55,23,1,75
Haití,haiti,Derrick Etienne,derrick-etienne,DELANTEROS,ST,[],Q27831068,Derrick Etienne,Haitian footballer (born 1974),matched,1974-08-11,,Long Island Rough Riders,,false,81,56,24,1,76
Haití,haiti,Wilson Isidor,wilson-isidor,DELANTEROS,ST,[],Q58484930,Wilson Isidor,French association football player,matched,2000-08-27,186,AS Monaco FC,,false,91,66,34,11,86
Haití,haiti,Duckens Nazon,duckens-nazon,DELANTEROS,ST,[],Q16916422,Duckens Nazon,Haitian and French footballer,matched,1994-04-07,181,Stade Lavallois,,false,83,58,26,3,78
Haití,haiti,Frantzdy Pierrot,frantzdy-pierrot,DELANTEROS,ST,[],Q55820193,Frantzdy Pierrot,Haitian association footballer,matched,1995-03-29,194,AEK Athens F.C.,,false,83,58,26,3,78
Haití,haiti,Yassin Fortune,yassin-fortune,DELANTEROS,ST,"[""LW"",""RW""]",Q23772079,Yassin Fortuné,French association football player,matched,1999-01-30,184,FC Sion,,false,83,58,26,3,78
Haití,haiti,Lenny Joseph,lenny-joseph,DELANTEROS,ST,"[""LW"",""RW""]",Q108000394,Lenny Joseph,Haitian footballer,matched,2000-10-12,183,,,false,83,58,26,3,78
Estados Unidos,estados-unidos,Chris Brady,chris-brady,ARQUEROS,GK,[],Q98594864,Chris Brady,American soccer player,matched,2004-03-03,190,Chicago Fire FC,,false,11,21,33,82,75
Estados Unidos,estados-unidos,Matt Freese,matt-freese,ARQUEROS,GK,[],Q62036070,Matt Freese,American soccer player,matched,1998-09-02,193,New York City FC,,false,8,18,30,79,72
Estados Unidos,estados-unidos,Matt Turner,matt-turner,ARQUEROS,GK,[],,,,unmatched,,,,,false,6,16,28,77,70
Estados Unidos,estados-unidos,Max Arfsten,max-arfsten,DEFENSORES,CB,"[""LB"",""RB""]",Q117309867,Maximilian Arfsten,American soccer player,matched,2001-04-19,185,UC Davis Aggies men's soccer,,false,34,53,78,3,72
Estados Unidos,estados-unidos,Sergino Dest,sergino-dest,DEFENSORES,CB,[],Q57456989,Sergiño Dest,American-Dutch soccer player,matched,2000-11-03,175,PSV Eindhoven,,false,41,60,85,10,79
Estados Unidos,estados-unidos,Alex Freeman,alex-freeman,DEFENSORES,CB,"[""LB"",""RB""]",Q2832940,Alex Freeman,Liberian association football player,matched,1970-01-03,,,,false,29,48,73,1,67
Estados Unidos,estados-unidos,Mark McKenzie,mark-mckenzie,DEFENSORES,CB,"[""LB"",""RB""]",Q100560610,Mark McKenzie,Scottish footballer,matched,2000-08-17,,,,false,30,49,74,1,68
Estados Unidos,estados-unidos,Tim Ream,tim-ream,DEFENSORES,CB,[],Q716113,Tim Ream,American soccer player,matched,1987-10-05,186,Fulham F.C.,,false,38,57,82,7,76
Estados Unidos,estados-unidos,Chris Richards,chris-richards,DEFENSORES,CB,[],Q60839691,Chris Richards,American soccer player,matched,2000-03-28,188,FC Bayern Munich II,,false,38,57,82,7,76
Estados Unidos,estados-unidos,Antonee Robinson,antonee-robinson,DEFENSORES,CB,[],Q35778151,Antonee Robinson,American-English soccer player,matched,1997-08-08,183,Everton F.C.,,false,40,59,84,9,78
Estados Unidos,estados-unidos,Miles Robinson,miles-robinson,DEFENSORES,CB,[],Q30122953,Miles Robinson,American soccer player,matched,1997-03-14,188,FC Cincinnati,,false,35,54,79,4,73
Estados Unidos,estados-unidos,Joe Scally,joe-scally,DEFENSORES,CB,[],Q54861644,Joe Scally,American soccer player,matched,2002-12-31,184,Borussia Mönchengladbach,,false,37,56,81,6,75
Estados Unidos,estados-unidos,Auston Trusty,auston-trusty,DEFENSORES,CB,[],Q24007335,Auston Trusty,American soccer player,matched,1998-08-12,191,Colorado Rapids,,false,34,53,78,3,72
Estados Unidos,estados-unidos,Brenden Aaronson,brenden-aaronson,MEDIOCAMPISTAS,CM,[],Q33129609,Brenden Aaronson,American soccer player,matched,2000-10-22,178,Philadelphia Union,,false,54,75,56,1,73
Estados Unidos,estados-unidos,Tyler Adams,tyler-adams,MEDIOCAMPISTAS,CM,[],Q19871581,Tyler Adams,American soccer player (born 1999),matched,1999-02-14,175,Red Bull New York II,,false,58,79,60,5,77
Estados Unidos,estados-unidos,Sebastian Berhalter,sebastian-berhalter,MEDIOCAMPISTAS,CM,[],Q86301356,Sebastian Berhalter,American soccer player,matched,2001-05-10,175,Columbus Crew,,false,54,75,56,1,73
Estados Unidos,estados-unidos,Weston McKennie,weston-mckennie,MEDIOCAMPISTAS,CM,[],Q29998966,Weston McKennie,American soccer player (born 1998),matched,1998-08-28,185,Juventus FC,,false,59,80,61,6,78
Estados Unidos,estados-unidos,Gio Reyna,gio-reyna,MEDIOCAMPISTAS,CM,[],Q75019636,Giovanni Reyna,American soccer player,matched,2002-11-13,185,Borussia Mönchengladbach,,false,59,80,61,6,78
Estados Unidos,estados-unidos,Cristian Roldan,cristian-roldan,MEDIOCAMPISTAS,CM,[],Q19519224,Cristian Roldan,American soccer player,matched,1995-06-03,173,Seattle Sounders FC,,false,56,77,58,3,75
Estados Unidos,estados-unidos,Malik Tillman,malik-tillman,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q96391665,Malik Tillman,German-American soccer player,matched,2002-05-28,187,Bayer 04 Leverkusen,,false,67,88,69,14,86
Estados Unidos,estados-unidos,Tim Weah,tim-weah,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q31871265,Timothy Weah,American soccer player,matched,2000-02-22,183,Juventus FC,,false,59,80,61,6,78
Estados Unidos,estados-unidos,Folarin Balogun,folarin-balogun,DELANTEROS,ST,[],Q101035007,Folarin Balogun,American soccer player,matched,2001-07-03,178,AS Monaco FC,,false,90,65,33,10,85
Estados Unidos,estados-unidos,Ricardo Pepi,ricardo-pepi,DELANTEROS,ST,[],Q62597239,Ricardo Pepi,American soccer player,matched,2003-01-09,185,FC Dallas,,false,81,56,24,1,76
Estados Unidos,estados-unidos,Christian Pulisic,christian-pulisic,DELANTEROS,ST,"[""LW"",""RW""]",Q22279773,Christian Pulisic,American soccer player (born 1998),matched,1998-09-18,177,AC Milan,,false,94,69,37,14,89
Estados Unidos,estados-unidos,Haji Wright,haji-wright,DELANTEROS,ST,[],Q19787021,Haji Wright,American soccer player (born 1998),matched,1998-03-27,191,Sønderjyske Fodbold,,false,87,62,30,7,82
Estados Unidos,estados-unidos,Alejandro Zendejas,alejandro-zendejas,DELANTEROS,ST,"[""LW"",""RW""]",Q19972593,Alejandro Zendejas,American soccer player,matched,1998-02-07,170,,,false,81,56,24,1,76
Australia,australia,Patrick Beach,patrick-beach,ARQUEROS,GK,[],Q126284601,Patrick Beach,Australian soccer player (born 2003),matched,2003-08-06,,Melbourne City FC,,false,11,21,33,82,75
Australia,australia,Paul Izzo,paul-izzo,ARQUEROS,GK,[],Q7151477,Paul Izzo,Australian association football player,matched,1995-01-06,184,Central Coast Mariners FC,,false,10,20,32,81,74
Australia,australia,Mathew Ryan,mathew-ryan,ARQUEROS,GK,[],Q1587689,Mathew Ryan,Australian association football player,matched,1992-04-08,184,Levante UD,,false,12,22,34,83,76
Australia,australia,Aziz Behich,aziz-behich,DEFENSORES,CB,[],Q2947963,Aziz Behich,Australian footballer (born 1990),matched,1990-12-16,172,Australia men's national soccer team,,false,34,53,78,3,72
Australia,australia,Jordon Bos,jordon-bos,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,33,52,77,2,71
Australia,australia,Cameron Burgess,cameron-burgess,DEFENSORES,CB,[],Q17496350,Cameron Burgess,Australian-Scottish association football player (born 1995),matched,1995-10-21,194,Fulham F.C.,,false,37,56,81,6,75
Australia,australia,Alessandro Circati,alessandro-circati,DEFENSORES,CB,"[""LB"",""RB""]",Q111020508,Alessandro Circati,Australian soccer player,matched,2003-10-10,190,,,false,29,48,73,1,67
Australia,australia,Milos Degenek,milos-degenek,DEFENSORES,CB,[],Q14309492,Miloš Degenek,Australian association football player,matched,1994-04-28,187,VfB Stuttgart,,false,37,56,81,6,75
Australia,australia,Jason Geria,jason-geria,DEFENSORES,CB,[],Q10556049,Jason Geria,Australian association football player,matched,1993-05-10,184,Brisbane Roar FC,,false,35,54,79,4,73
Australia,australia,Lucas Herrington,lucas-herrington,DEFENSORES,CB,[],Q133105064,Lucas Herrington,Australian soccer player,matched,2007-09-05,,Colorado Rapids,,false,29,48,73,1,67
Australia,australia,Jacob Italiano,jacob-italiano,DEFENSORES,CB,"[""LB"",""RB""]",Q43303848,Jacob Italiano,Australian footballer (born 2001),matched,2001-07-30,177,Perth Glory FC,,false,35,54,79,4,73
Australia,australia,Harry Souttar,harry-souttar,DEFENSORES,CB,[],Q24084205,Harry Souttar,Australian-Scottish association football player,matched,1998-10-22,198,Leicester City F.C.,,false,38,57,82,7,76
Australia,australia,Kai Trewin,kai-trewin,DEFENSORES,CB,"[""LB"",""RB""]",Q87400019,Kai Trewin,Australian soccer player (born 2001),matched,2001-05-18,178,New York City FC,,false,32,51,76,1,70
Australia,australia,Cameron Devlin,cameron-devlin,MEDIOCAMPISTAS,CM,[],Q57017726,Cameron Devlin,Australian association football player,matched,1999-01-01,170,Sydney FC,,false,54,75,56,1,73
Australia,australia,Ajdin Hrustic,ajdin-hrustic,MEDIOCAMPISTAS,CM,[],Q29109911,Ajdin Hrustic,Australian soccer player (born 1996),matched,1996-07-05,183,Nottingham Forest F.C.,,false,63,84,65,10,82
Australia,australia,Jackson Irvine,jackson-irvine,MEDIOCAMPISTAS,CM,[],Q10544594,Jackson Irvine,Australian association football player,matched,1993-03-07,179,FC St. Pauli,,false,55,76,57,2,74
Australia,australia,Connor Metcalfe,connor-metcalfe,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q51213832,Connor Metcalfe,Australian soccer player (born 1999),matched,1999-11-05,183,FC St. Pauli,,false,58,79,60,5,77
Australia,australia,Paul Okon-Engstler,paul-okon-engstler,MEDIOCAMPISTAS,CM,[],Q117000107,Paul Okon-Engstler,australian-Italian footballer (born 2005),matched,2005-01-24,,,,false,51,72,53,1,70
Australia,australia,Aiden O’Neill,aiden-o-neill,MEDIOCAMPISTAS,CM,[],Q26485052,Aiden O'Neill,Australian soccer player (born 1998),matched,1998-07-04,178,Oldham Athletic A.F.C.,,false,58,79,60,5,77
Australia,australia,Nestory Irankunda,nestory-irankunda,DELANTEROS,ST,"[""RW""]",Q110486192,Nestor Irankunda,Australian association football player (born 2006),matched,2006-02-09,175,FC Bayern Munich,,false,92,67,35,12,87
Australia,australia,Mathew Leckie,mathew-leckie,DELANTEROS,ST,"[""LW"",""RW""]",Q176304,Mathew Leckie,Australian association football player,matched,1991-02-04,180,Melbourne City FC,,false,82,57,25,2,77
Australia,australia,Awer Mabil,awer-mabil,DELANTEROS,ST,"[""LW"",""RW""]",Q4830013,Awer Mabil,Australian association football player,matched,1995-09-15,179,Cádiz Club de Fútbol,,false,83,58,26,3,78
Australia,australia,Mohamed Toure,mohamed-toure,DELANTEROS,ST,[],Q84593316,Mohamed Touré,Australian-Guinean footballer (born 2004),matched,2004-03-26,186,Adelaide United Football Club,,false,83,58,26,3,78
Australia,australia,Nishan Velupillay,nishan-velupillay,DELANTEROS,ST,"[""LW"",""RW""]",Q106916460,Nishan Velupillay,Australian soccer player (born 2001),matched,2001-05-07,181,,,false,83,58,26,3,78
Australia,australia,Cristian Volpato,cristian-volpato,DELANTEROS,ST,"[""LW"",""RW""]",Q109924046,Cristian Volpato,Australian association football player (born 2003),matched,2003-11-15,187,A.S. Roma Primavera,,false,83,58,26,3,78
Australia,australia,Tete Yengi,tete-yengi,DELANTEROS,ST,[],Q104604531,Tete Yengi,Australian soccer player (born 2000),matched,2000-11-28,,Livingston F.C.,,false,86,61,29,6,81
Paraguay,paraguay,Orlando Gill,orlando-gill,ARQUEROS,GK,[],Q60842077,Orlando Gill,Paraguayan footballer (born 2000),matched,2000-06-11,198,Club Sportivo San Lorenzo,,false,12,22,34,83,76
Paraguay,paraguay,Gastón Olveira,gaston-olveira,ARQUEROS,GK,[],Q18020415,Gastón Olveira,Paraguayan association football player,matched,1993-04-21,191,,,false,7,17,29,78,71
Paraguay,paraguay,Roberto Jr. Fernández,roberto-jr-fernandez,ARQUEROS,GK,[],,,,unmatched,,,,,false,6,16,28,77,70
Paraguay,paraguay,Juan Cáceres,juan-caceres,DEFENSORES,CB,"[""LB"",""RB""]",Q2464472,Juan Cáceres,Peruvian footballer,matched,1949-12-27,,,,false,30,49,74,1,68
Paraguay,paraguay,José Canale,jose-canale,DEFENSORES,CB,[],Q50105161,José María Canale,Paraguayan association football player,matched,1996-07-20,183,Club Libertad,,false,32,51,76,1,70
Paraguay,paraguay,Fabián Balbuena,fabian-balbuena,DEFENSORES,CB,[],Q16297591,Fabián Balbuena,Paraguayan association football player,matched,1991-08-23,188,S.C. Corinthians Paulista,,false,34,53,78,3,72
Paraguay,paraguay,Omar Alderete,omar-alderete,DEFENSORES,CB,[],Q41800131,Omar Alderete,Paraguayan association football player,matched,1996-12-26,188,Club de Gimnasia y Esgrima La Plata,,false,32,51,76,1,70
Paraguay,paraguay,Gustavo Gómez,gustavo-gomez,DEFENSORES,CB,[],Q1033783,Gustavo Gómez,Paraguayan association football player,matched,1993-05-06,186,Boca Juniors,,false,35,54,79,4,73
Paraguay,paraguay,Alexandro Maidana,alexandro-maidana,DEFENSORES,CB,[],Q136375048,Alexandro Maidana,Paraguayan footballer,matched,2005-07-26,178,,,false,27,46,71,1,65
Paraguay,paraguay,Junior Alonso,junior-alonso,DEFENSORES,CB,[],Q11091593,Júnior Alonso,Paraguayan association football player,matched,1993-02-09,185,Cerro Porteño,,false,32,51,76,1,70
Paraguay,paraguay,Gustavo Velázquez,gustavo-velazquez,DEFENSORES,CB,[],Q20888302,Gustavo Velásquez,Paraguayan association football player,matched,1991-04-17,180,Club Nacional,,false,29,48,73,1,67
Paraguay,paraguay,Braian Ojeda,braian-ojeda,MEDIOCAMPISTAS,CM,[],Q60828724,Braian Ojeda,Paraguayan association football player,matched,2000-06-27,172,Nottingham Forest F.C.,,false,60,81,62,7,79
Paraguay,paraguay,Damián Bobadilla,damian-bobadilla,MEDIOCAMPISTAS,CM,[],Q116223348,Damián Bobadilla,Paraguayan footballer,matched,2001-07-11,181,,,false,54,75,56,1,73
Paraguay,paraguay,Andrés Cubas,andres-cubas,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q16298600,Andrés Cubas,Argentine-Paraguayan footballer,matched,1996-06-22,163,Defensa y Justicia,,false,54,75,56,1,73
Paraguay,paraguay,Diego Gómez,diego-gomez,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q46366,Diego Gómez,Colombian footballer (born 1972),matched,1972-03-29,,,,false,53,74,55,1,72
Paraguay,paraguay,Miguel Almirón,miguel-almiron,MEDIOCAMPISTAS,CM,[],Q16145667,Miguel Almirón,Paraguayan association football player (born 1994),matched,1994-02-10,174,Atlanta United FC,,false,53,74,55,1,72
Paraguay,paraguay,Kaku Romero Gamarra,kaku-romero-gamarra,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,51,72,53,1,70
Paraguay,paraguay,Mauricio Magalhães,mauricio-magalhaes,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q65718498,Maurício,Paraguayan association football player (born 2001),matched,2001-06-22,174,Cruzeiro E.C.,,false,58,79,60,5,77
Paraguay,paraguay,Matías Galarza,matias-galarza,MEDIOCAMPISTAS,CM,[],Q106804819,Matías Galarza,Paraguayan footballer,matched,2002-02-11,175,,,false,54,75,56,1,73
Paraguay,paraguay,Ramón Sosa,ramon-sosa,DELANTEROS,ST,"[""LW"",""RW""]",Q110160871,Ramón Sosa,Paraguayan association football player,matched,1999-08-31,178,Sociedade Esportiva Palmeiras,,false,81,56,24,1,76
Paraguay,paraguay,Gustavo Caballero,gustavo-caballero,DELANTEROS,ST,"[""LW"",""RW""]",Q127179158,Gustavo Caballero,Paraguayan footballer,matched,2001-09-21,178,,,false,81,56,24,1,76
Paraguay,paraguay,Gabriel Ávalos,gabriel-avalos,DELANTEROS,ST,[],Q14592575,Gabriel Ávalos,Paraguayan footballer,matched,1990-10-12,187,Club Atlético Patronato,,false,78,53,21,1,73
Paraguay,paraguay,Álex Arce,alex-arce,DELANTEROS,ST,[],Q118935199,Alex Arce,Paraguayan association football player,matched,1995-06-16,187,,,false,78,53,21,1,73
